owner_name,address,city,parcel_id,lot_number,sale_date,sale_price,property_type,bedrooms,bathrooms,square_feet,year_built,sale_price_clean,county,scrape_date,scrape_timestamp
COLES FRANCES SUSANNE,232 MORAY CT,Franklin (263967),089K G 03300 000,0271,8/8/2025,"$858,000",,,,,,858000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLEY ANNA CLAIR &
CARTER TYLER",203 SCRUGGS AVE,Franklin (263264),077M B 00700 000,,11/20/2025,"$489,000",,,,,,489000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLEY FAM TRUST,105 GLEN HAVEN LN,Unincorporated (000),037L A 00100 000,0001,9/5/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLEY WILEY &
MARGARET TRUST",6409 WILDWOOD VALLEY DR,Brentwood (086),007M B 02700 000,0020,10/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLLAZO ANGEL &
COLLAZO STELLA",860 BRAIDWOOD LN,Franklin (263967),089K J 04300 000,0395,7/10/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLEGE GROVE ODDO TRUST,8204 JOLENE DR,Unincorporated (000),136F A 01700 000,0617,9/12/2025,"$12,999,999",,,,,,12999999.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLLIER COURTNEY ALEXIS &
COLLIER WILLIAM HENRY JR",7959 CROW CUT RD,Unincorporated (000),018 03003 000,0002,5/13/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLLIER DAVID W &
COLLIER TINA W",4058 KINGS CAMP PASS,Unincorporated (000),109K B 00300 000,0406,1/2/2026,"$1,330,000",,,,,,1330000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLLIER ERIC WILLIAM &
RAMIREZ GONZALES CAMILA",238 MCLEAN CT,Franklin (263264),062J C 00700 000,0012,8/21/2025,"$900,000",,,,,,900000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLIER JEANIE R LIV TRUST,436 FINNHORSE LN,Franklin (263967),106K J 01100 000,0879,2/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLIER STUART LIV TRUST,1391 FAIRVIEW BLVD,Fairview (255),023J B 00500 000,0005,5/7/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLIER STUART LIV TRUST,FAIRVIEW BLVD,Fairview (255),023 05900 000,,5/7/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLIGAN CHRISTINA,1055 BECKWITH ST,Franklin (263967),077G F 03400 000,2019,10/30/2025,"$872,000",,,,,,872000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLLIGNON ALEX &
COLLIGNON JULIA",712 TYNESIDE CIR,Brentwood (086),030G D 01700 000,,11/21/2025,"$1,740,000",,,,,,1740000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLINGS FAM TRUST,1078 AULDRIDGE DR,Spring Hill (701),153M F 02200 000,0172,6/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLINS BURTON B GST EXEMPT TRUST,782 HIGH POINT RIDGE RD,Unincorporated (000),050L A 01201 000,,10/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLINS COMM PROP TRUST,220 PROSPECT AVE,Franklin (263967),077B A 05400 000,0100,9/22/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLINS LAURA REV LIV TRUST,3201 VINEMONT DR,Thompson's Station (718),132H K 00100 000,1501,4/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLINS LIV TRUST,5007 CONGRESS DR,Franklin (263967),077J C 05900 000,2698,11/20/2025,"$2,460,255",,,,,,2460255.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLINS MARTHA R,6045 SUNRISE CIR,Franklin (263264),053 09906C015,6045,3/5/2025,"$580,000",,,,,,580000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COLLINS NICHOLAS A &
COLLINS CHRISTA E",538 MAPLEGROVE DR,Franklin (263264),079I D 01900 000,0217,9/19/2025,"$700,000",,,,,,700000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLLINS PATRICK D TRUST,4458 N CHAPEL RD,Unincorporated (000),107 01701 000,,1/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLUMBIA PRIVATE TRUST,1901 NEW BRISTOL LN,Brentwood (086),060G B 00900 000,0212,12/19/2025,"$1,550,000",,,,,,1550000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLUMBIA REALTY LLC,1702 GRANVILLE RD,Franklin (263264),063J E 00100C118,1702,9/9/2025,"$228,000",,,,,,228000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COLUMBUS REALTY LLC,1221 CARRIAGE PARK DR,Franklin (263264),090D A 05000C001,21-B,9/12/2025,"$372,500",,,,,,372500.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMAROTO PETER J JR,6067 KEATS ST,Franklin (263967),064N C 00700 000,1650,9/10/2025,"$821,000",,,,,,821000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMBS JOINT REV LIV TRUST,9916 MAUPIN RD,Brentwood (086),033 02705 000,,12/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMBS NICHOLAS S REV LIV TRUST,1105 OAK CREEK DR,Nolensville (535),057H A 02100 000,0161,9/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COMBS PAUL E &
COMBS SHERYL L",1037 INLAND DR,Franklin (263967),106C C 00300 000,0274,5/12/2025,"$690,000",,,,,,690000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMER FAM TRUST,1506 BRENTWOOD POINTE,Franklin (263264),053G A 00400C008,1506,12/30/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMESTRO TRUST,9017 CARONDELET PL,Brentwood (086),029C B 00500 000,0014,10/3/2025,"$3,075,000",,,,,,3075000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMMUNITY NATIONAL BANK FBO EUGENE BULSO JR IRA,OLD SMYRNA RD,Brentwood (086),010 00203 000,,11/4/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMPAORE WILFRIED SERGE REV TRUST,203 WELLSPRING CT,Brentwood (086),030M C 00700 000,0007,5/8/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COMPASS FAM TRUST,1598 EASTWOOD DR,Brentwood (086),055B B 01100 000,0111,12/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CONCANNON BRIAN T &
CHANDRA L FAM TRUST",312 BEL AIRE DR,Franklin (263264),078K D 03500 000,0004,10/21/2025,"$825,000",,,,,,825000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONCHA CAMILO,9409 THATCHBAY CT,Unincorporated (000),142M B 03300 000,13033,7/18/2025,"$2,195,000",,,,,,2195000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONCHA CAMILO A SEPARATE PROP TRUST,8328 SOLSTICE DR,Unincorporated (000),142K E 02800 000,17028,6/11/2025,"$7,995,000",,,,,,7995000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONIGLIO NICOLE A DECLARATION OF TRUST,5104 ABERLEIGH PVT LN,Unincorporated (000),134 00606 000,TR 2,8/28/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CONJAR RYAN ANTHONY &
CONJAR MARY CONCETTA",1069 MEMORIAL DR,Franklin (263967),106L I 00100 000,0829,6/4/2025,"$1,090,000",,,,,,1090000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONLEY FAM TRUST,9016 CARONDELET PL,Brentwood (086),011N C 01100 000,0010,10/28/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CONLEY JUSTIN &
CONLEY ANNA",507 HWY 96 N,Fairview (255),022 16100 000,,2/7/2025,"$300,236",,,,,,300236.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CONROW DAVID &
CONROW ELIZABETH",4419 BAGSBY LN,Unincorporated (000),117 03500 000,0001,6/18/2025,"$1,500,000",,,,,,1500000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CONROW DAVID SCOTT &
CONROW ELIZABETH",4407 BAGSBY LN,Unincorporated (000),117 03506 000,TRACT A,5/19/2025,"$3,495,000",,,,,,3495000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONROY CASEY TRUST,305 CROOKED OAK CT,Franklin (263967),089F A 02600 000,0045,12/17/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONROY GREGG AND LYNN TRUST,205 GRANVILLE RD,Franklin (263264),063J E 00100C011,0205,3/26/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CONSIGLIO RALPH ANTHONY &
CONSIGLIO JANE CAROLE",8004 ATLEE CT,Unincorporated (000),108P A 04500 000,0345,4/22/2025,"$1,002,882",,,,,,1002882.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONVERSE FAM TRUST,3801 SOMERS LN,Thompson's Station (718),132H B 02500 000,0135,11/26/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CONWAY DANIEL &
CONWAY MEGAN",2019 HAMILTON WAY,Franklin (263967),064K A 02000 000,0020,12/11/2025,"$2,792,252",,,,,,2792252.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONWELL FAM REV LIV TRUST,5301 MCGAVOCK RD,Brentwood (086),012M A 05100 000,0043,9/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
CONWILL JAN C,1310 LIBERTY PK,Franklin (263967),080A H 00600 000,1135,9/4/2025,"$608,500",,,,,,608500.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOGAN THOMAS CLARK &
COOGAN HANNAH TRAINER",630 BLACK HORSE PKWY,Franklin (263967),052F B 00600 000,1645,10/1/2025,"$1,040,000",,,,,,1040000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK BENJAMIN A &
COOK ANDREA",195 ACADIA AVE,Franklin (263967),077B H 06000 000,0556,5/28/2025,"$1,165,000",,,,,,1165000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK BRANDON K &
COOK KAYLEE B",309 JAMES AVE,Franklin (263264),078N B 03700 000,0010,10/3/2025,"$680,000",,,,,,680000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK BRIAN K &
COOK VIRGINIA M",1943 CHAMPIONSHIP BLVD,Franklin (263967),064P E 00700 000,1796,3/7/2025,"$1,300,000",,,,,,1300000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK EDISON MORSE III &
COOK MARY ELIZABETH",7019 CONGRESS DR,Franklin (263967),077J C 02000 000,2659,3/27/2025,"$2,254,627",,,,,,2254627.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOKE FINLEY HUTT &
COOKE CALLIE",1933 ROSEWOOD VALLEY DR,Brentwood (086),007L A 01300 000,0052,2/5/2025,"$900,000",,,,,,900000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOKE LAW FAM TRUST,2000 MCPHERSON LN,Unincorporated (000),006M F 00100 000,0101,9/15/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK ELIZABETH &
COOK BRANDON",7057 BIG OAK LN,Unincorporated (000),082M A 05600 000,0156,7/23/2025,"$1,247,400",,,,,,1247400.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOK FAM LIV TRUST,1000 CHAMPIONSHIP BLVD,Franklin (263967),077F M 02800 000,2751,11/24/2025,"$1,424,225",,,,,,1424225.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOK FAM REV LIV TRUST,1023 EDEN PARK DR,Franklin (263967),061I B 00800 000,0139,9/19/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOK FAM REV LIV TRUST,282 KESWICK GROVE LN,Franklin (263967),061I A 02000 000,0109,9/19/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK HAYLEE GREER &
COOK JOHN M",3072 POPLAR FARMS DR,Franklin (263967),080J C 01600 000,0103,11/26/2025,"$793,480",,,,,,793480.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOK JULIA COPLIN,7102 SUNRISE CIR,Franklin (263264),053 09916C044,7102,11/3/2025,"$600,184",,,,,,600184.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK JULIA RENEE &
RAY ALEXANDER DALE",3540 BURGATE TRL,Thompson's Station (718),132N G 02200 000,1922,7/29/2025,"$522,900",,,,,,522900.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK ROBERT R &
INGOLD KRISTIN LEE",286 KESWICK GROVE LN,Franklin (263967),061I A 02100 000,0108,8/19/2025,"$946,500",,,,,,946500.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOK STEVEN ETAL,1416 RIDLEY DR,Unincorporated (000),118H A 01000 000,0210,4/1/2025,"$849,275",,,,,,849275.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOK WILLIAM L JR &
COOK STEPHANIE",321 DEEP CREEK DR,Spring Hill (701),154G K 05000 000,0156,11/12/2025,"$898,918",,,,,,898918.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOLEY ELIJAH &
COOLEY NATALIE",6034 SANMAR DR,Spring Hill (701),166F B 02200 000,0546,1/21/2025,"$576,000",,,,,,576000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOLEY PATRICK J &
FERRERA KATHLEEN M",2019 CLEAVER ST,Franklin (263967),064N E 02400 000,2522,4/3/2025,"$699,900",,,,,,699900.0,Williamson,2026-01-20,2026-01-20 23:01:29
COON BRAD,347 SHADOW CREEK DR,Brentwood (086),030K E 02100 000,0401,11/21/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COONS JOHN ANDREW &
COONS VICKI",5003 BURTONWOOD WAY,Spring Hill (701),170B K 00500 000,0209,12/1/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOPER AARON &
BENNETT SAMANTHA TAYLOR",WILSON RIDGE PVT LN,Unincorporated (000),017 03502 000,,11/5/2025,"$210,000",,,,,,210000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOPER CRAIG &
COOPER LAURA",126 EWINGVILLE DR,Franklin (263264),078E B 01300 000,0032,6/25/2025,"$749,900",,,,,,749900.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOPER ERIK,210 CROSSMILL CT,Franklin (263264),079B J 00400 000,0109,7/15/2025,"$784,175",,,,,,784175.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COOPER JOHN RUSS &
COOPER LINDSEY",1126 PARK ST,Franklin (263264),078G E 01800 000,0031,6/24/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOPER TN COMMUNITY PROP REV TRUST,6768 FLAT CREEK RD,Unincorporated (000),177 02300 000,,11/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COOTS FAM TRUST,1575 WOODBERRY CT,Brentwood (086),055A A 01500 000,0071,9/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COPE ERNEST L &
COPE DOROTHY R",2320 DEWEY DR,Spring Hill (701),167K I 02300 000,0061,7/9/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COPELAND HOWARD &
TANYA FAM TRUST",139 TELFAIR LN,Nolensville (535),058J A 00900 000,0009,11/4/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COPPELLOTTI ANTHONY &
COPPELLOTTI AMANDA",705 ROANTREE DR,Brentwood (086),012P D 03700 000,0079,7/21/2025,"$1,180,000",,,,,,1180000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORBIN STEPHANIE,2202 PADEN RD,Nolensville (535),057B A 04400 000,0044,11/13/2025,"$1,149,650",,,,,,1149650.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORBRAN STACY,7216 HIDDEN LAKE DR,Fairview (255),022M E 04000 000,0037,6/27/2025,"$383,000",,,,,,383000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORCORAN ROBERT &
VALENTINE LINDSAY",1317 SAYBROOK CROSSING,Spring Hill (701),154A A 00700 000,0241,12/9/2025,"$760,000",,,,,,760000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORDOZA COLLIN &
CORDOZA MAKAYLA",414 PARISH PL,Franklin (263967),054P B 06300 000,0072,10/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORISH JONATHAN D &
CORISH VICTORIA",219 TRINITY RD,Unincorporated (000),087 07303 000,TR1-2,4/28/2025,"$699,000",,,,,,699000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORLEY CHRISTI DEANNE &
CORLEY DAVID MARK",4519 SAWMILL PL,Nolensville (535),056N A 01900 000,0321,6/17/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORNAY LOUIS JOSEPH &
ERIN CASSADY JOINT REV TRUST",4068 CARTERS CREEK PK,Unincorporated (000),103 01119 000,,6/23/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORNELISON JAMES STEVEN &
CORNELISON KRISTYN",129 BARLOW DR,Franklin (263967),106K O 01300 000,0096,8/26/2025,"$1,175,000",,,,,,1175000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORNELIUS FAM TRUST,1304 CITADEL CT,Franklin (263967),080B G 01200 000,0361,7/11/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORNERSTONE FAM TRUST,167 HEATHERSETT DR,Franklin (263967),090L D 01700 000,0110,10/7/2025,"$690,000",,,,,,690000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORNERSTONE LAND TRUST,7137 MAPLESIDE LN,Fairview (255),042G F 03900 000,0039,1/29/2025,"$357,500",,,,,,357500.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORNERSTONE TRUST,313 DEERWOOD LN,Brentwood (086),012A A 00200 000,0007,11/13/2025,"$5,550,000",,,,,,5550000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORNETT CHRISTOPHER &
DOUGHERTY DEBBIE",1814 BURKE HOLLOW RD,Unincorporated (000),082 00601 000,,10/27/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORNETT JEFFREY C &
CORNETT HEATHER D",4471 S CAROTHERS RD,Unincorporated (000),106 18106 000,TR1,3/26/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORNETT THOMAS &
CORNETT KALLIE",405 N PETWAY ST,Franklin (263264),078G C 01200 000,"PT-7, PT 8",5/28/2025,"$450,000",,,,,,450000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORNS EDWIN M IV &
CORNS TERI A",2203 CAROUTH CT,Nolensville (535),056O A 02300 000,0531,12/11/2025,"$850,000",,,,,,850000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORNWALL JOINT REV LIV TRUST,1301 ERIN LN,Unincorporated (000),118O A 00100 000,0001,6/3/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORONEL JACOB &
FLOW CASEY",1731 SHANE DR,Spring Hill (701),167B A 03000 000,0043,3/7/2025,"$554,000",,,,,,554000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COR PROPERTIES LLC,8192 SHOALS BRANCH RD,Unincorporated (000),125 00700 000,TR1,7/29/2025,"$1,375,000",,,,,,1375000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORRAO STEVEN C &
CORRAO KRISTIN R",1434 MENTELLE DR,Unincorporated (000),038E A 01600 000,1006,12/31/2025,"$1,280,000",,,,,,1280000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORSA FAM TRUST OF 2006,9901 ELLAND RD,Brentwood (086),056H D 02400 000,0024,12/16/2025,"$2,825,565",,,,,,2825565.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORSO ELLIS &
CHERYL LIV TRUST",630 BEAMON DR,Franklin (263967),106L G 00500 000,0809,9/30/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORSTEN NOAH &
CORSTEN LEAH",3532 BURGATE TRL,Thompson's Station (718),132N G 02400 000,1924,6/2/2025,"$522,900",,,,,,522900.0,Williamson,2026-01-20,2026-01-20 23:01:29
"CORTNER RANDALL BLAKE &
CORTNER KATE",2025 LEWISBURG PK,Unincorporated (000),155 03507 000,0004,7/15/2025,"$949,000",,,,,,949000.0,Williamson,2026-01-20,2026-01-20 23:01:29
CORY CARLY,1206 FORREST LAKE CT,Franklin (263264),089A C 00100C003,0020,7/29/2025,"$674,999",,,,,,674999.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COSBY ALISHA SHANEE MILES &
COSBY HENRY LEE JR",149 FOXHALL DR,Spring Hill (701),166G B 05000 000,0058,12/8/2025,"$715,404",,,,,,715404.0,Williamson,2026-01-20,2026-01-20 23:01:29
COSBY FAM 2025 REV TRUST,404 MADISON CT,Franklin (263967),090L G 01400 000,0769,10/8/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COSSIN JON &
COSSIN NICOLE",7055 HEADWATERS DR,Franklin (263967),106C J 00700 000,,6/23/2025,"$1,175,000",,,,,,1175000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COSTELLO FAM TRUST,1850 LONGMOORE LN,Brentwood (086),060I B 01800 000,0177,9/26/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COTHRAN JOHN STEVEN TRUST,4826 OLD BETHESDA-DUPLEX RD,Unincorporated (000),171 03600 000,,10/14/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COTHRAN MARJORIE HALEY REV LIV TRUST,1303 CAROLINE CIR,Unincorporated (000),106B A 00100 000,0259,3/5/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COTHRAN WALTER AARON &
COTHRAN DANA L",7125 CEDARCREST LN,Fairview (255),042I B 00600 000,0006,8/28/2025,"$400,000",,,,,,400000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COTRONEO FRANCIS XAVIER JR &
COTRONEO FARNAZ",6443 ARNO RD,Unincorporated (000),135 01806 000,TR 3,5/28/2025,"$1,240,000",,,,,,1240000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COTROS CHARLES H &
COTROS CONSTANCE P",2026 ELIOT RD,Franklin (263967),077J B 00500 000,2371,9/30/2025,"$2,950,000",,,,,,2950000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COTTEN JAMES &
COTTEN CHRISTA",5221 HEATHROW HILLS DR,Brentwood (086),028F A 01700 000,0017,2/28/2025,"$1,937,000",,,,,,1937000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COTTEN MICHAEL N &
COTTEN DENISE D",224 NORFOLK LN,Nolensville (535),057H D 03000 000,0205,9/17/2025,"$538,500",,,,,,538500.0,Williamson,2026-01-20,2026-01-20 23:01:29
COTTHOFF STEPHEN ASHLEY,2177 MAYTOWN CIR,Thompson's Station (718),132H L 02000 000,1725,3/26/2025,"$799,000",,,,,,799000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COTTON JOSH &
LYN JOINT REV LIV TRUST",2019 BRATTON PLACE DR,Franklin (263264),062O E 02900 000,0029,4/2/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COUCH SEAN W &
COUCH BRITTNEY",128 BARLOW DR,Franklin (263967),106K O 01800 000,0113,11/7/2025,"$1,945,000",,,,,,1945000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COUGILL MICHAEL D &
COUGILL MARILYN",318 BUCKWOOD PVT LN,Spring Hill (701),153L O 00100C024,0024,4/22/2025,"$542,490",,,,,,542490.0,Williamson,2026-01-20,2026-01-20 23:01:29
COUNTRY CAPO PROP LLC,1008 GREEN HILL CV,Brentwood (086),030P B 04500 000,0078,6/23/2025,"$1,400,000",,,,,,1400000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COUPENS JOANNA LEIGH,9960 LODESTONE DR,Brentwood (086),034M D 02400 000,1924,3/19/2025,"$1,300,000",,,,,,1300000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COURE FAM TRUST,118 STILLWIND CT,Nolensville (535),033O C 00100 000,0001,1/8/2026,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COURNOYER CHRISTOPHER BRIAN &
COURNOYER MEGAN",3020 CORAL BELL LN,Franklin (263967),061P A 03600 000,0115,9/5/2025,"$1,015,000",,,,,,1015000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COURNOYER CHRISTOPHER BRIAN &
COURNOYER MEGAN",4411 PEYTONA LN,Unincorporated (000),107 00803 000,0103,1/31/2025,"$2,900,000",,,,,,2900000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COURSHON FAM 2000 TRUST,606 DANNY LN,Franklin (263967),077J A 01900 000,2338,5/14/2025,"$1,120,000",,,,,,1120000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COURT GARY &
COURT MIRA",3012 LONG BRANCH CIR,Franklin (263967),117I F 02600 000,0146,10/16/2025,"$820,000",,,,,,820000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COURTNEY ANGELA P,1424 WILLOWBROOKE CIR,Unincorporated (000),014E A 00800 000,1211,6/9/2025,"$1,666,000",,,,,,1666000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COUVRETTE ROMAN &
COUVRETTE COURTNEY",4167 OLD LIGHT CIR,Unincorporated (000),109N D 00900 000,0608,9/26/2025,"$1,260,000",,,,,,1260000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COVENANT LEGACY GROUP HOLDINGS LLC,4633 JOHNNY BENNETT RD,Unincorporated (000),156 01304 000,TR2,10/16/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COVEY MATTHEW S &
COVEY KARA A",2620 GOOSE CREEK BY-PASS,Unincorporated (000),118 01011 000,,7/30/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
COVINGTON FAM TRUST,113 FITZGERALD ST,Franklin (263967),077C E 05100 000,,7/25/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COWAN KENNETH &
COWAN KAITLYN",1780 WARREN HOLLOW RD,Unincorporated (000),082 00406 000,,8/5/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COWDEN JESSE RYAN &
COWDEN DANA B",1016 ANNECY PKWY,Nolensville (535),058C D 00500 000,0005,8/1/2025,"$2,278,000",,,,,,2278000.0,Williamson,2026-01-20,2026-01-20 23:01:29
"COX CONRAD BONOTHOE &
COX REBECCA R",1307 HABER DR,Brentwood (086),035H C 02300 000,0020,4/28/2025,"$1,335,000",,,,,,1335000.0,Williamson,2026-01-20,2026-01-20 23:01:29
COX FAM TRUST,1900 NEW BRISTOL LN,Brentwood (086),060G B 01100 000,0214,10/1/2025,$0,,,,,,0.0,Williamson,2026-01-20,2026-01-20 23:01:29
